,Unnamed: 0,id_seg,id_cell,id_par,id_colony,id_d1,id_d2,id_sib,frames,new_pole,old_pole,edges,length,width,area,perimeter,fluo1,fluo2,x_pos,y_pos,generation,age,strain,movie_name,replicate
0,0,0,0,-1,0,1,138,-1,0,[ 8 90],[  3 122],-y,40.78588104248047,9.391487121582031,251.5,38,590.7482993197278,613.6156462585034,107.60884353741496,5.982993197278912,0.0,0,AKS1181,AKS1181_TL_01_14_s2,1
1,1,0,0,-1,0,1,138,-1,1,[ 7 88],[  3 121],-y,40.60654830932617,9.206343650817873,253.0,34,601.6,597.8677966101695,107.27796610169491,5.572881355932204,0.0,1,AKS1181,AKS1181_TL_01_14_s2,1
2,2,0,0,-1,0,1,138,-1,2,[ 8 87],[  3 121],-y,41.75734329223633,9.535140991210938,263.5,35,606.1921824104235,589.9543973941368,106.0684039087948,6.01628664495114,0.0,2,AKS1181,AKS1181_TL_01_14_s2,1
3,3,0,0,-1,0,1,138,-1,3,[ 7 87],[  3 121],-y,43.4150390625,9.415751457214355,265.5,36,610.0967741935484,577.4903225806452,106.03548387096774,5.667741935483871,0.0,3,AKS1181,AKS1181_TL_01_14_s2,1
4,4,0,0,-1,0,1,138,-1,4,[ 8 86],[  3 121],-y,43.73013305664063,9.699540138244627,279.5,40,605.9538461538461,570.8461538461538,105.0553846153846,6.323076923076923,0.0,4,AKS1181,AKS1181_TL_01_14_s2,1
5,5,0,0,-1,0,1,138,-1,5,[ 8 85],[  2 123],-y,44.69734191894531,9.965309143066406,284.5,41,593.9516616314199,549.4682779456193,104.26888217522658,6.27190332326284,0.0,5,AKS1181,AKS1181_TL_01_14_s2,1
6,6,0,0,-1,0,1,138,-1,6,[ 7 85],[  2 123],-y,45.53999328613281,10.111857414245604,293.0,39,578.4970588235294,543.6029411764706,103.87647058823528,6.282352941176471,0.0,6,AKS1181,AKS1181_TL_01_14_s2,1
7,7,0,0,-1,0,1,138,-1,7,[ 8 78],[  3 115],-y,46.68694686889648,10.0953369140625,296.0,37,562.8313953488372,540.8924418604652,99.2296511627907,6.561046511627907,0.0,7,AKS1181,AKS1181_TL_01_14_s2,1
8,8,0,0,-1,0,1,138,-1,8,[ 7 85],[  3 122],-y,46.66167831420898,9.974532127380373,295.5,39,498.48837209302326,526.4302325581396,104.61046511627907,6.1773255813953485,0.0,8,AKS1181,AKS1181_TL_01_14_s2,1
9,9,0,0,-1,0,1,138,-1,9,[ 7 83],[  3 122],-y,47.50529861450195,9.674708366394045,294.5,35,418.48546511627904,520.2325581395348,104.09011627906976,5.872093023255814,0.0,9,AKS1181,AKS1181_TL_01_14_s2,1
10,10,0,0,-1,0,1,138,-1,10,[ 8 82],[  3 122],-y,50.487422943115234,9.899495124816896,300.0,35,333.9316239316239,506.2877492877493,103.22507122507122,6.418803418803419,0.0,10,AKS1181,AKS1181_TL_01_14_s2,1
11,11,0,1,0,0,2,424,138,11,[  5 117],[  3 122],-y,16.0,8.0,89.5,13,251.3394495412844,491.0642201834862,120.04587155963304,3.688073394495413,1.0,0,AKS1181,AKS1181_TL_01_14_s2,1
12,12,0,1,0,0,2,424,138,12,[  5 118],[  3 122],-y,15.0,9.0,85.5,15,230.375,467.24038461538464,120.46153846153848,3.769230769230769,1.0,1,AKS1181,AKS1181_TL_01_14_s2,1
13,13,0,1,0,0,2,424,138,13,[  6 117],[  3 121],-y,15.0,9.0,91.5,16,191.53636363636363,451.9,120.05454545454543,4.118181818181818,1.0,2,AKS1181,AKS1181_TL_01_14_s2,1
14,14,0,1,0,0,2,424,138,14,[  7 117],[  3 121],-y,14.0,9.0,84.0,18,197.80392156862743,420.2058823529412,120.49019607843135,4.098039215686274,1.0,3,AKS1181,AKS1181_TL_01_14_s2,1
15,15,0,1,0,0,2,424,138,15,[  7 118],[  3 122],-y,13.0,9.0,83.0,16,226.44554455445544,405.6732673267327,121.08910891089108,4.1683168316831685,1.0,4,AKS1181,AKS1181_TL_01_14_s2,1
16,16,0,1,0,0,2,424,138,16,[  4 121],[  3 122],-y,12.0,9.0,77.5,16,287.7263157894737,406.7473684210526,121.5578947368421,4.042105263157895,1.0,5,AKS1181,AKS1181_TL_01_14_s2,1
17,17,0,1,0,0,2,424,138,17,[  9 119],[  3 123],-y,16.747966766357422,8.055984497070312,91.5,20,331.2162162162162,381.3243243243243,121.95495495495496,5.387387387387387,1.0,6,AKS1181,AKS1181_TL_01_14_s2,1
18,18,0,1,0,0,2,424,138,18,[  9 118],[  3 123],-y,16.535966873168945,8.267983436584473,93.0,20,353.5357142857143,380.44642857142856,121.3125,5.482142857142857,1.0,7,AKS1181,AKS1181_TL_01_14_s2,1
19,19,0,1,0,0,2,424,138,19,[ 10 113],[  3 118],-y,17.73696517944336,8.558396339416504,102.0,20,418.1885245901639,409.44262295081967,115.81967213114754,5.983606557377049,1.0,8,AKS1181,AKS1181_TL_01_14_s2,1
20,20,0,1,0,0,2,424,138,20,[ 10 119],[  3 123],-y,17.88854217529297,8.497058868408203,108.0,23,486.8759689922481,424.7829457364341,121.43410852713178,6.5271317829457365,1.0,9,AKS1181,AKS1181_TL_01_14_s2,1
21,21,0,1,0,0,2,424,138,21,[ 12 117],[  3 124],-y,17.88854217529297,8.497057914733887,104.5,18,504.504,419.232,121.808,6.512,1.0,10,AKS1181,AKS1181_TL_01_14_s2,1
22,22,0,1,0,0,2,424,138,22,[ 12 114],[  3 119],-y,18.120288848876957,7.878386974334717,102.0,21,538.520325203252,434.5447154471545,117.21951219512196,6.861788617886178,1.0,11,AKS1181,AKS1181_TL_01_14_s2,1
23,23,0,1,0,0,2,424,138,23,[ 14 117],[  3 123],-y,18.843624114990234,8.07583999633789,108.0,21,550.6846153846154,413.7307692307692,121.36153846153846,7.292307692307692,1.0,12,AKS1181,AKS1181_TL_01_14_s2,1
24,24,0,1,0,0,2,424,138,24,[  9 126],[  3 129],-y,18.6810359954834,8.653715133666992,108.5,25,526.5725190839695,385.0610687022901,127.53435114503816,6.931297709923665,1.0,13,AKS1181,AKS1181_TL_01_14_s2,1
25,25,0,1,0,0,2,424,138,25,[ 14 118],[  3 125],-y,18.024980545043945,8.221921920776367,102.5,24,540.766129032258,384.241935483871,123.08064516129032,6.798387096774194,1.0,14,AKS1181,AKS1181_TL_01_14_s2,1
26,26,0,1,0,0,2,424,138,26,[ 13 118],[  4 124],-y,19.683706283569336,7.984899520874023,110.5,26,534.8045112781955,378.57142857142856,122.43609022556392,7.43609022556391,1.0,15,AKS1181,AKS1181_TL_01_14_s2,1
